"timestamp","ip","protocol","port","hostname","tag","asn","geo","region","city","naics","sic","anonymous_access","raw_response","hex_code","code"
"2020-08-01 19:12:36","125.212.212.209","tcp",1883,,"mqtt",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:37","14.169.230.56","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:39","113.163.69.2","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","TRA VINH","TRA VINH",517311,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:50","117.5.190.245","tcp",1883,"localhost","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:53","171.248.5.180","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:54","116.107.112.36","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:55","116.104.222.75","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:56","203.205.30.33","tcp",1883,"static.cmcti.vn","mqtt",45903,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:56","124.158.5.154","tcp",1883,,"mqtt",38732,"VN","HA NOI","HANOI",0,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:58","27.78.16.17","tcp",1883,,"mqtt",7552,"VN","HA NOI","HANOI",517312,,"N",20020005,05,"Connection Refused, not authorized"
